Race,Mastery_Name,Mastery_Type,Mastery_ID,Skill_ID,Skill_Code,Group_Code,Gold_Price,Skill_Level,Category,Icon_Path,Name_Key,Name_KOR,Name_EN,Tooltip_Key,Tooltip_KOR,Tooltip_EN,Study_Key,Study_KOR,Study_EN,Gold_Price_Raw,HP_Cost,MP_Cost_Min,MP_Cost_Max,MP_Per_Use,SP_Cost,Mastery_Level_Req,Cast_ms,Cooldown1_ms,Cooldown2_ms,Is_Passive,Atk_Bitmask,MP_Sustain,Can_Target_Enemy,Can_Target_Ally,Can_Target_Self,Targets_Group,Targets_Party,Targets_Single,Target_Type,Weapon_Req1,Weapon_Req2,Weapon_Req1_Code,Weapon_Req2_Code,Range,Max_Targets,Effect_Count,Eff1_Type_Raw,Eff1_Type,Eff1_Value,Eff1_Element,Eff1_Param_Min,Eff1_Param_Max,Eff2_Element,Eff2_Type_Raw,Eff2_Type,Eff2_Value,Eff2_Param1,Eff2_Param2,Eff2_Param3,Eff2_Duration_ms,Eff2_Range,Eff3_Type_Raw,Eff3_Type,Eff3_Value,Eff3_Param_Min,Eff3_Param_Max,Eff3_Param3,Eff3_Param4,Eff3_Duration_ms,Eff4_Type_Raw,Eff4_Type,Eff4_Value,Eff4_Param_Min,Eff4_Param_Max,Eff4_Param3,Eff4_Param4,Eff4_Duration_ms
Chinese,Cold,Force,273,3375,SKILL_CH_COLD_GANGGI_D_11,SKILL_CH_COLD_GANGGI_D,0,11,2,skill\china\cold_ganggi_d.ddj,SN_SKILL_CH_COLD_GANGGI_D,,Might Guard of Ice,SN_SKILL_CH_COLD_GANGGI_D_TT_DESC,.,Exercises the Frost Protecting Force to increase the physical resistence.,SN_SKILL_CH_COLD_GANGGI_D_STUDY,.,The fourth skill of Frost Guard Force is called Might Guard. It protects one's body completely from any harmful attacks by exercising the blocking technique inside and outside of body simultaneously.,0,1000,1500,1000,2217,88,99999999,2000,0,0,0,2,0,0,0,0,0,0,0,0,Any,Any,255,255,5338,1,1,1685418593,arud,738655,1684366960,104,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3376,SKILL_CH_COLD_GANGGI_D_12,SKILL_CH_COLD_GANGGI_D,0,12,2,skill\china\cold_ganggi_d.ddj,SN_SKILL_CH_COLD_GANGGI_D,,Might Guard of Ice,SN_SKILL_CH_COLD_GANGGI_D_TT_DESC,.,Exercises the Frost Protecting Force to increase the physical resistence.,SN_SKILL_CH_COLD_GANGGI_D_STUDY,.,The fourth skill of Frost Guard Force is called Might Guard. It protects one's body completely from any harmful attacks by exercising the blocking technique inside and outside of body simultaneously.,0,1000,1500,1000,2355,90,99999999,2000,0,0,0,2,0,0,0,0,0,0,0,0,Any,Any,255,255,5675,1,1,1685418593,arud,748739,1684366960,132,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3377,SKILL_CH_COLD_GANGGI_D_13,SKILL_CH_COLD_GANGGI_D,0,13,2,skill\china\cold_ganggi_d.ddj,SN_SKILL_CH_COLD_GANGGI_D,,Might Guard of Ice,SN_SKILL_CH_COLD_GANGGI_D_TT_DESC,.,Exercises the Frost Protecting Force to increase the physical resistence.,SN_SKILL_CH_COLD_GANGGI_D_STUDY,.,The fourth skill of Frost Guard Force is called Might Guard. It protects one's body completely from any harmful attacks by exercising the blocking technique inside and outside of body simultaneously.,0,1000,1500,1000,2501,92,99999999,2000,0,0,0,2,0,0,0,0,0,0,0,0,Any,Any,255,255,6806,1,1,1685418593,arud,758824,1684366960,141,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3378,SKILL_CH_COLD_GANGGI_D_14,SKILL_CH_COLD_GANGGI_D,0,14,2,skill\china\cold_ganggi_d.ddj,SN_SKILL_CH_COLD_GANGGI_D,,Might Guard of Ice,SN_SKILL_CH_COLD_GANGGI_D_TT_DESC,.,Exercises the Frost Protecting Force to increase the physical resistence.,SN_SKILL_CH_COLD_GANGGI_D_STUDY,.,The fourth skill of Frost Guard Force is called Might Guard. It protects one's body completely from any harmful attacks by exercising the blocking technique inside and outside of body simultaneously.,0,1000,1500,1000,2654,94,99999999,2000,0,0,0,2,0,0,0,0,0,0,0,0,Any,Any,255,255,8373,1,1,1685418593,arud,768908,1684366960,149,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3379,SKILL_CH_COLD_GANGGI_D_15,SKILL_CH_COLD_GANGGI_D,0,15,2,skill\china\cold_ganggi_d.ddj,SN_SKILL_CH_COLD_GANGGI_D,,Might Guard of Ice,SN_SKILL_CH_COLD_GANGGI_D_TT_DESC,.,Exercises the Frost Protecting Force to increase the physical resistence.,SN_SKILL_CH_COLD_GANGGI_D_STUDY,.,The fourth skill of Frost Guard Force is called Might Guard. It protects one's body completely from any harmful attacks by exercising the blocking technique inside and outside of body simultaneously.,0,1000,1500,1000,2816,96,99999999,2000,0,0,0,2,0,0,0,0,0,0,0,0,Any,Any,255,255,9013,1,1,1685418593,arud,778992,1684366960,158,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3380,SKILL_CH_COLD_BINGPAN_C_01,SKILL_CH_COLD_BINGPAN_C,0,1,2,skill\china\cold_bingpan_c.ddj,SN_SKILL_CH_COLD_BINGPAN_C,,Frost Nova - Storm,SN_SKILL_CH_COLD_BINGPAN_C_TT_DESC,.,Makes the enemies get frozen or frostbitten by freezing a broad area of the ground in front.,SN_SKILL_CH_COLD_BINGPAN_C_STUDY,.,The third skill of the Frost Nova Series freezes all opposing enemies like a cold storm from the northern sea.,0,0,1129,0,1493,63,99999999,6000,0,0,0,889192448,50,1,1,0,0,0,1,0,Any,Any,255,255,856,4,1,26234,zf__,146,50,26210,146,100,6645362,rfe_,1,4,20,3,0,24,1952542324,tnat,1195,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3381,SKILL_CH_COLD_BINGPAN_C_02,SKILL_CH_COLD_BINGPAN_C,0,2,2,skill\china\cold_bingpan_c.ddj,SN_SKILL_CH_COLD_BINGPAN_C,,Frost Nova - Storm,SN_SKILL_CH_COLD_BINGPAN_C_TT_DESC,.,Makes the enemies get frozen or frostbitten by freezing a broad area of the ground in front.,SN_SKILL_CH_COLD_BINGPAN_C_STUDY,.,The third skill of the Frost Nova Series freezes all opposing enemies like a cold storm from the northern sea.,0,0,1129,0,1653,66,99999999,6000,0,0,0,889192448,50,1,1,0,0,0,1,0,Any,Any,255,255,1420,4,1,26234,zf__,152,50,26210,152,100,6645362,rfe_,1,4,20,3,0,24,1952542324,tnat,1322,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3382,SKILL_CH_COLD_BINGPAN_C_03,SKILL_CH_COLD_BINGPAN_C,0,3,2,skill\china\cold_bingpan_c.ddj,SN_SKILL_CH_COLD_BINGPAN_C,,Frost Nova - Storm,SN_SKILL_CH_COLD_BINGPAN_C_TT_DESC,.,Makes the enemies get frozen or frostbitten by freezing a broad area of the ground in front.,SN_SKILL_CH_COLD_BINGPAN_C_STUDY,.,The third skill of the Frost Nova Series freezes all opposing enemies like a cold storm from the northern sea.,0,0,1129,0,1826,69,99999999,6000,0,0,0,889192448,50,1,1,0,0,0,1,0,Any,Any,255,255,1607,4,1,26234,zf__,158,50,26210,158,100,6645362,rfe_,1,4,20,3,0,24,1952542324,tnat,1461,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3383,SKILL_CH_COLD_BINGPAN_C_04,SKILL_CH_COLD_BINGPAN_C,0,4,2,skill\china\cold_bingpan_c.ddj,SN_SKILL_CH_COLD_BINGPAN_C,,Frost Nova - Storm,SN_SKILL_CH_COLD_BINGPAN_C_TT_DESC,.,Makes the enemies get frozen or frostbitten by freezing a broad area of the ground in front.,SN_SKILL_CH_COLD_BINGPAN_C_STUDY,.,The third skill of the Frost Nova Series freezes all opposing enemies like a cold storm from the northern sea.,0,0,1129,0,2014,72,99999999,6000,0,0,0,889192448,50,1,1,0,0,0,1,0,Any,Any,255,255,1834,4,1,26234,zf__,164,50,26210,164,100,6645362,rfe_,1,4,20,3,0,24,1952542324,tnat,1611,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3384,SKILL_CH_COLD_BINGPAN_C_05,SKILL_CH_COLD_BINGPAN_C,0,5,2,skill\china\cold_bingpan_c.ddj,SN_SKILL_CH_COLD_BINGPAN_C,,Frost Nova - Storm,SN_SKILL_CH_COLD_BINGPAN_C_TT_DESC,.,Makes the enemies get frozen or frostbitten by freezing a broad area of the ground in front.,SN_SKILL_CH_COLD_BINGPAN_C_STUDY,.,The third skill of the Frost Nova Series freezes all opposing enemies like a cold storm from the northern sea.,0,0,1129,0,2219,75,99999999,6000,0,0,0,889192448,50,1,1,0,0,0,1,0,Any,Any,255,255,2082,4,1,26234,zf__,170,50,26210,170,100,6645362,rfe_,1,4,20,3,0,24,1952542324,tnat,1775,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3385,SKILL_CH_COLD_BINGPAN_C_06,SKILL_CH_COLD_BINGPAN_C,0,6,2,skill\china\cold_bingpan_c.ddj,SN_SKILL_CH_COLD_BINGPAN_C,,Frost Nova - Storm,SN_SKILL_CH_COLD_BINGPAN_C_TT_DESC,.,Makes the enemies get frozen or frostbitten by freezing a broad area of the ground in front.,SN_SKILL_CH_COLD_BINGPAN_C_STUDY,.,The third skill of the Frost Nova Series freezes all opposing enemies like a cold storm from the northern sea.,0,0,1129,0,2441,78,99999999,6000,0,0,0,889192448,50,1,1,0,0,0,1,0,Any,Any,255,255,2329,4,1,26234,zf__,176,50,26210,176,100,6645362,rfe_,1,4,20,3,0,24,1952542324,tnat,1953,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3386,SKILL_CH_COLD_BINGPAN_C_07,SKILL_CH_COLD_BINGPAN_C,0,7,2,skill\china\cold_bingpan_c.ddj,SN_SKILL_CH_COLD_BINGPAN_C,,Frost Nova - Storm,SN_SKILL_CH_COLD_BINGPAN_C_TT_DESC,.,Makes the enemies get frozen or frostbitten by freezing a broad area of the ground in front.,SN_SKILL_CH_COLD_BINGPAN_C_STUDY,.,The third skill of the Frost Nova Series freezes all opposing enemies like a cold storm from the northern sea.,0,0,1129,0,2681,81,99999999,6000,0,0,0,889192448,50,1,1,0,0,0,1,0,Any,Any,255,255,2600,4,1,26234,zf__,182,50,26210,182,100,6645362,rfe_,1,4,20,3,0,24,1952542324,tnat,2145,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3387,SKILL_CH_COLD_BINGPAN_C_08,SKILL_CH_COLD_BINGPAN_C,0,8,2,skill\china\cold_bingpan_c.ddj,SN_SKILL_CH_COLD_BINGPAN_C,,Frost Nova - Storm,SN_SKILL_CH_COLD_BINGPAN_C_TT_DESC,.,Makes the enemies get frozen or frostbitten by freezing a broad area of the ground in front.,SN_SKILL_CH_COLD_BINGPAN_C_STUDY,.,The third skill of the Frost Nova Series freezes all opposing enemies like a cold storm from the northern sea.,0,0,1129,0,2943,84,99999999,6000,0,0,0,889192448,50,1,1,0,0,0,1,0,Any,Any,255,255,3790,4,1,26234,zf__,188,50,26210,188,100,6645362,rfe_,1,4,20,3,0,24,1952542324,tnat,2354,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3388,SKILL_CH_COLD_BINGPAN_C_09,SKILL_CH_COLD_BINGPAN_C,0,9,2,skill\china\cold_bingpan_c.ddj,SN_SKILL_CH_COLD_BINGPAN_C,,Frost Nova - Storm,SN_SKILL_CH_COLD_BINGPAN_C_TT_DESC,.,Makes the enemies get frozen or frostbitten by freezing a broad area of the ground in front.,SN_SKILL_CH_COLD_BINGPAN_C_STUDY,.,The third skill of the Frost Nova Series freezes all opposing enemies like a cold storm from the northern sea.,0,0,1129,0,3226,87,99999999,6000,0,0,0,889192448,50,1,1,0,0,0,1,0,Any,Any,255,255,4847,4,1,26234,zf__,194,50,26210,194,100,6645362,rfe_,1,4,20,3,0,24,1952542324,tnat,2581,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3389,SKILL_CH_COLD_BINGPAN_C_10,SKILL_CH_COLD_BINGPAN_C,0,10,2,skill\china\cold_bingpan_c.ddj,SN_SKILL_CH_COLD_BINGPAN_C,,Frost Nova - Storm,SN_SKILL_CH_COLD_BINGPAN_C_TT_DESC,.,Makes the enemies get frozen or frostbitten by freezing a broad area of the ground in front.,SN_SKILL_CH_COLD_BINGPAN_C_STUDY,.,The third skill of the Frost Nova Series freezes all opposing enemies like a cold storm from the northern sea.,0,0,1129,0,3532,90,99999999,6000,0,0,0,889192448,50,1,1,0,0,0,1,0,Any,Any,255,255,5675,4,1,26234,zf__,200,50,26210,200,100,6645362,rfe_,1,4,20,3,0,24,1952542324,tnat,2826,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3390,SKILL_CH_COLD_BINGPAN_C_11,SKILL_CH_COLD_BINGPAN_C,0,11,2,skill\china\cold_bingpan_c.ddj,SN_SKILL_CH_COLD_BINGPAN_C,,Frost Nova - Storm,SN_SKILL_CH_COLD_BINGPAN_C_TT_DESC,.,Makes the enemies get frozen or frostbitten by freezing a broad area of the ground in front.,SN_SKILL_CH_COLD_BINGPAN_C_STUDY,.,The third skill of the Frost Nova Series freezes all opposing enemies like a cold storm from the northern sea.,0,0,1129,0,3865,93,99999999,6000,0,0,0,889192448,50,1,1,0,0,0,1,0,Any,Any,255,255,7087,4,1,26234,zf__,206,50,26210,206,100,6645362,rfe_,1,4,20,3,0,24,1952542324,tnat,3092,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Cold,Force,273,3391,SKILL_CH_COLD_BINGPAN_C_12,SKILL_CH_COLD_BINGPAN_C,0,12,2,skill\china\cold_bingpan_c.ddj,SN_SKILL_CH_COLD_BINGPAN_C,,Frost Nova - Storm,SN_SKILL_CH_COLD_BINGPAN_C_TT_DESC,.,Makes the enemies get frozen or frostbitten by freezing a broad area of the ground in front.,SN_SKILL_CH_COLD_BINGPAN_C_STUDY,.,The third skill of the Frost Nova Series freezes all opposing enemies like a cold storm from the northern sea.,0,0,1129,0,4224,96,99999999,6000,0,0,0,889192448,50,1,1,0,0,0,1,0,Any,Any,255,255,9013,4,1,26234,zf__,212,50,26210,212,100,6645362,rfe_,1,4,20,3,0,24,1952542324,tnat,3379,0,0,0,0,0,0,,0,0,0,0,0,0
Chinese,Lightning,Force,274,3392,SKILL_CH_LIGHTNING_GIGONGTA_D_01,SKILL_CH_LIGHTNING_GIGONGTA_D,0,1,1,skill\china\lightning_gigongta_d.ddj,SN_SKILL_CH_LIGHTNING_GIGONGTA_D,,Thunder Dragon Force,SN_SKILL_CH_LIGHTNING_GIGONGTA_D_TT_DESC,.,"Strikes the enemy with electricity, infusing the thunder force into the weapon.",SN_SKILL_CH_LIGHTNING_GIGONGTA_D_STUDY,.,The fourth skill of Thunder Force Series is called Thunder Dragon meaning that it has the shape of a descending dragon. It is a skill of breaking through obstacles.,0,0,0,0,1023,65,99999999,8000,0,0,0,1,0,0,0,0,0,0,0,0,Any,Any,255,255,1358,0,1,1685418593,arud,8000,6386804,8,100,243,452,____,100,25971,150,20,50,6645362,1,____,6,50,2,80,24,1734702198,1296122196,TAAM,0,0,0,0,0,0
Chinese,Lightning,Force,274,3393,SKILL_CH_LIGHTNING_GIGONGTA_D_02,SKILL_CH_LIGHTNING_GIGONGTA_D,0,2,1,skill\china\lightning_gigongta_d.ddj,SN_SKILL_CH_LIGHTNING_GIGONGTA_D,,Thunder Dragon Force,SN_SKILL_CH_LIGHTNING_GIGONGTA_D_TT_DESC,.,"Strikes the enemy with electricity, infusing the thunder force into the weapon.",SN_SKILL_CH_LIGHTNING_GIGONGTA_D_STUDY,.,The fourth skill of Thunder Force Series is called Thunder Dragon meaning that it has the shape of a descending dragon. It is a skill of breaking through obstacles.,0,0,0,0,1094,67,99999999,8000,0,0,0,1,0,0,0,0,0,0,0,0,Any,Any,255,255,1482,0,1,1685418593,arud,8000,6386804,8,100,260,483,____,100,25971,154,20,50,6645362,1,____,6,50,2,80,24,1734702198,1296122196,TAAM,0,0,0,0,0,0
Chinese,Lightning,Force,274,3394,SKILL_CH_LIGHTNING_GIGONGTA_D_03,SKILL_CH_LIGHTNING_GIGONGTA_D,0,3,1,skill\china\lightning_gigongta_d.ddj,SN_SKILL_CH_LIGHTNING_GIGONGTA_D,,Thunder Dragon Force,SN_SKILL_CH_LIGHTNING_GIGONGTA_D_TT_DESC,.,"Strikes the enemy with electricity, infusing the thunder force into the weapon.",SN_SKILL_CH_LIGHTNING_GIGONGTA_D_STUDY,.,The fourth skill of Thunder Force Series is called Thunder Dragon meaning that it has the shape of a descending dragon. It is a skill of breaking through obstacles.,0,0,0,0,1169,69,99999999,8000,0,0,0,1,0,0,0,0,0,0,0,0,Any,Any,255,255,1607,0,1,1685418593,arud,8000,6386804,8,100,278,517,____,100,25971,158,20,50,6645362,1,____,6,50,2,80,24,1734702198,1296122196,TAAM,0,0,0,0,0,0
Chinese,Lightning,Force,274,3395,SKILL_CH_LIGHTNING_GIGONGTA_D_04,SKILL_CH_LIGHTNING_GIGONGTA_D,0,4,1,skill\china\lightning_gigongta_d.ddj,SN_SKILL_CH_LIGHTNING_GIGONGTA_D,,Thunder Dragon Force,SN_SKILL_CH_LIGHTNING_GIGONGTA_D_TT_DESC,.,"Strikes the enemy with electricity, infusing the thunder force into the weapon.",SN_SKILL_CH_LIGHTNING_GIGONGTA_D_STUDY,.,The fourth skill of Thunder Force Series is called Thunder Dragon meaning that it has the shape of a descending dragon. It is a skill of breaking through obstacles.,0,0,0,0,1248,71,99999999,8000,0,0,0,1,0,0,0,0,0,0,0,0,Any,Any,255,255,1752,0,1,1685418593,arud,8000,6386804,8,100,297,552,(___,100,25971,162,20,50,6645362,1,____,6,50,2,80,24,1734702198,1296122196,TAAM,0,0,0,0,0,0
Chinese,Lightning,Force,274,3396,SKILL_CH_LIGHTNING_GIGONGTA_D_05,SKILL_CH_LIGHTNING_GIGONGTA_D,0,5,1,skill\china\lightning_gigongta_d.ddj,SN_SKILL_CH_LIGHTNING_GIGONGTA_D,,Thunder Dragon Force,SN_SKILL_CH_LIGHTNING_GIGONGTA_D_TT_DESC,.,"Strikes the enemy with electricity, infusing the thunder force into the weapon.",SN_SKILL_CH_LIGHTNING_GIGONGTA_D_STUDY,.,The fourth skill of Thunder Force Series is called Thunder Dragon meaning that it has the shape of a descending dragon. It is a skill of breaking through obstacles.,0,0,0,0,1332,73,99999999,8000,0,0,0,1,0,0,0,0,0,0,0,0,Any,Any,255,255,1917,0,1,1685418593,arud,8000,6386804,8,100,317,589,M___,100,25971,166,20,50,6645362,1,____,6,50,2,80,24,1734702198,1296122196,TAAM,0,0,0,0,0,0
Chinese,Lightning,Force,274,3397,SKILL_CH_LIGHTNING_GIGONGTA_D_06,SKILL_CH_LIGHTNING_GIGONGTA_D,0,6,1,skill\china\lightning_gigongta_d.ddj,SN_SKILL_CH_LIGHTNING_GIGONGTA_D,,Thunder Dragon Force,SN_SKILL_CH_LIGHTNING_GIGONGTA_D_TT_DESC,.,"Strikes the enemy with electricity, infusing the thunder force into the weapon.",SN_SKILL_CH_LIGHTNING_GIGONGTA_D_STUDY,.,The fourth skill of Thunder Force Series is called Thunder Dragon meaning that it has the shape of a descending dragon. It is a skill of breaking through obstacles.,0,0,0,0,1420,75,99999999,8000,0,0,0,1,0,0,0,0,0,0,0,0,Any,Any,255,255,2082,0,1,1685418593,arud,8000,6386804,8,100,338,628,t___,100,25971,170,20,50,6645362,1,____,6,50,2,80,24,1734702198,1296122196,TAAM,0,0,0,0,0,0
Chinese,Lightning,Force,274,3398,SKILL_CH_LIGHTNING_GIGONGTA_D_07,SKILL_CH_LIGHTNING_GIGONGTA_D,0,7,1,skill\china\lightning_gigongta_d.ddj,SN_SKILL_CH_LIGHTNING_GIGONGTA_D,,Thunder Dragon Force,SN_SKILL_CH_LIGHTNING_GIGONGTA_D_TT_DESC,.,"Strikes the enemy with electricity, infusing the thunder force into the weapon.",SN_SKILL_CH_LIGHTNING_GIGONGTA_D_STUDY,.,The fourth skill of Thunder Force Series is called Thunder Dragon meaning that it has the shape of a descending dragon. It is a skill of breaking through obstacles.,0,0,0,0,1513,77,99999999,8000,0,0,0,1,0,0,0,0,0,0,0,0,Any,Any,255,255,2247,0,1,1685418593,arud,8000,6386804,8,100,360,669,____,100,25971,174,20,50,6645362,1,____,6,50,2,80,24,1734702198,1296122196,TAAM,0,0,0,0,0,0
Chinese,Lightning,Force,274,3399,SKILL_CH_LIGHTNING_GIGONGTA_D_08,SKILL_CH_LIGHTNING_GIGONGTA_D,0,8,1,skill\china\lightning_gigongta_d.ddj,SN_SKILL_CH_LIGHTNING_GIGONGTA_D,,Thunder Dragon Force,SN_SKILL_CH_LIGHTNING_GIGONGTA_D_TT_DESC,.,"Strikes the enemy with electricity, infusing the thunder force into the weapon.",SN_SKILL_CH_LIGHTNING_GIGONGTA_D_STUDY,.,The fourth skill of Thunder Force Series is called Thunder Dragon meaning that it has the shape of a descending dragon. It is a skill of breaking through obstacles.,0,0,0,0,1612,79,99999999,8000,0,0,0,1,0,0,0,0,0,0,0,0,Any,Any,255,255,2412,0,1,1685418593,arud,8000,6386804,8,100,384,713,____,100,25971,178,20,50,6645362,1,____,6,50,2,80,24,1734702198,1296122196,TAAM,0,0,0,0,0,0
Chinese,Lightning,Force,274,3400,SKILL_CH_LIGHTNING_GIGONGTA_D_09,SKILL_CH_LIGHTNING_GIGONGTA_D,0,9,1,skill\china\lightning_gigongta_d.ddj,SN_SKILL_CH_LIGHTNING_GIGONGTA_D,,Thunder Dragon Force,SN_SKILL_CH_LIGHTNING_GIGONGTA_D_TT_DESC,.,"Strikes the enemy with electricity, infusing the thunder force into the weapon.",SN_SKILL_CH_LIGHTNING_GIGONGTA_D_STUDY,.,The fourth skill of Thunder Force Series is called Thunder Dragon meaning that it has the shape of a descending dragon. It is a skill of breaking through obstacles.,0,0,0,0,1716,81,99999999,8000,0,0,0,1,0,0,0,0,0,0,0,0,Any,Any,255,255,2600,0,1,1685418593,arud,8000,6386804,8,100,408,759,____,100,25971,182,20,50,6645362,1,____,6,50,2,80,24,1734702198,1296122196,TAAM,0,0,0,0,0,0
Chinese,Lightning,Force,274,3401,SKILL_CH_LIGHTNING_GIGONGTA_D_10,SKILL_CH_LIGHTNING_GIGONGTA_D,0,10,1,skill\china\lightning_gigongta_d.ddj,SN_SKILL_CH_LIGHTNING_GIGONGTA_D,,Thunder Dragon Force,SN_SKILL_CH_LIGHTNING_GIGONGTA_D_TT_DESC,.,"Strikes the enemy with electricity, infusing the thunder force into the weapon.",SN_SKILL_CH_LIGHTNING_GIGONGTA_D_STUDY,.,The fourth skill of Thunder Force Series is called Thunder Dragon meaning that it has the shape of a descending dragon. It is a skill of breaking through obstacles.,0,0,0,0,1826,83,99999999,8000,0,0,0,1,0,0,0,0,0,0,0,0,Any,Any,255,255,3091,0,1,1685418593,arud,8000,6386804,8,100,435,807,'___,100,25971,186,20,50,6645362,1,____,6,50,2,80,24,1734702198,1296122196,TAAM,0,0,0,0,0,0
Chinese,Lightning,Force,274,3402,SKILL_CH_LIGHTNING_GIGONGTA_D_11,SKILL_CH_LIGHTNING_GIGONGTA_D,0,11,1,skill\china\lightning_gigongta_d.ddj,SN_SKILL_CH_LIGHTNING_GIGONGTA_D,,Thunder Dragon Force,SN_SKILL_CH_LIGHTNING_GIGONGTA_D_TT_DESC,.,"Strikes the enemy with electricity, infusing the thunder force into the weapon.",SN_SKILL_CH_LIGHTNING_GIGONGTA_D_STUDY,.,The fourth skill of Thunder Force Series is called Thunder Dragon meaning that it has the shape of a descending dragon. It is a skill of breaking through obstacles.,0,0,0,0,1942,85,99999999,8000,0,0,0,1,0,0,0,0,0,0,0,0,Any,Any,255,255,3927,0,1,1685418593,arud,8000,6386804,8,100,462,858,Z___,100,25971,190,20,50,6645362,1,____,6,50,2,80,24,1734702198,1296122196,TAAM,0,0,0,0,0,0
Chinese,Lightning,Force,274,3403,SKILL_CH_LIGHTNING_GIGONGTA_D_12,SKILL_CH_LIGHTNING_GIGONGTA_D,0,12,1,skill\china\lightning_gigongta_d.ddj,SN_SKILL_CH_LIGHTNING_GIGONGTA_D,,Thunder Dragon Force,SN_SKILL_CH_LIGHTNING_GIGONGTA_D_TT_DESC,.,"Strikes the enemy with electricity, infusing the thunder force into the weapon.",SN_SKILL_CH_LIGHTNING_GIGONGTA_D_STUDY,.,The fourth skill of Thunder Force Series is called Thunder Dragon meaning that it has the shape of a descending dragon. It is a skill of breaking through obstacles.,0,0,0,0,2064,87,99999999,8000,0,0,0,1,0,0,0,0,0,0,0,0,Any,Any,255,255,4847,0,1,1685418593,arud,8000,6386804,8,100,491,912,____,100,25971,194,20,50,6645362,1,____,6,50,2,80,24,1734702198,1296122196,TAAM,0,0,0,0,0,0
Chinese,Lightning,Force,274,3404,SKILL_CH_LIGHTNING_GIGONGTA_D_13,SKILL_CH_LIGHTNING_GIGONGTA_D,0,13,1,skill\china\lightning_gigongta_d.ddj,SN_SKILL_CH_LIGHTNING_GIGONGTA_D,,Thunder Dragon Force,SN_SKILL_CH_LIGHTNING_GIGONGTA_D_TT_DESC,.,"Strikes the enemy with electricity, infusing the thunder force into the weapon.",SN_SKILL_CH_LIGHTNING_GIGONGTA_D_STUDY,.,The fourth skill of Thunder Force Series is called Thunder Dragon meaning that it has the shape of a descending dragon. It is a skill of breaking through obstacles.,0,0,0,0,2194,89,99999999,8000,0,0,0,1,0,0,0,0,0,0,0,0,Any,Any,255,255,5507,0,1,1685418593,arud,8000,6386804,8,100,522,970,____,100,25971,198,20,50,6645362,1,____,6,50,2,80,24,1734702198,1296122196,TAAM,0,0,0,0,0,0
Chinese,Lightning,Force,274,3405,SKILL_CH_LIGHTNING_GIGONGTA_D_14,SKILL_CH_LIGHTNING_GIGONGTA_D,0,14,1,skill\china\lightning_gigongta_d.ddj,SN_SKILL_CH_LIGHTNING_GIGONGTA_D,,Thunder Dragon Force,SN_SKILL_CH_LIGHTNING_GIGONGTA_D_TT_DESC,.,"Strikes the enemy with electricity, infusing the thunder force into the weapon.",SN_SKILL_CH_LIGHTNING_GIGONGTA_D_STUDY,.,The fourth skill of Thunder Force Series is called Thunder Dragon meaning that it has the shape of a descending dragon. It is a skill of breaking through obstacles.,0,0,0,0,2330,91,99999999,8000,0,0,0,1,0,0,0,0,0,0,0,0,Any,Any,255,255,5931,0,1,1685418593,arud,8000,6386804,8,100,554,1030,____,100,25971,202,20,50,6645362,1,____,6,50,2,80,24,1734702198,1296122196,TAAM,0,0,0,0,0,0
